CANTIDAD,ESTADO,PERBASE,COD_PERIODO,COD_UTP,NIVEL,SUBNIVEL,FACULTAD,NOMBRE,DURACION_SEMESTRES,PERIODOS
3,4. Graduado,12,2011-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,112 a 122
11,3. Cambio de programa,12,2011-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,112 a 122
73,4. Graduado,14,2012-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,122 a 132
21,2. Permanece programa,14,2012-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,122 a 132
14,3. Cambio de programa,14,2012-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,122 a 132
200,2. Permanece programa,15,2013-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,131 a 141
26,3. Cambio de programa,17,2014-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,141 a 151
8,4. Graduado,18,2014-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,142 a 152
556,2. Permanece programa,18,2014-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,142 a 152
25,4. Graduado,30,2020-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,202 a 212
27,2. Permanece programa,30,2020-2,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,202 a 212
32,1. No matriculado,1,2006-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,061 a 071
184,2. Permanece programa,1,2006-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,061 a 071
4,4. Graduado,7,2009-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,091 a 101
6,2. Permanece programa,9,2010-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,101 a 111
833,2. Permanece programa,19,2015-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,151 a 161
202,2. Permanece programa,20,2015-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,152 a 162
19,1. No matriculado,20,2015-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,152 a 162
7,3. Cambio de programa,22,2016-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,162 a 172
15,2. Permanece programa,22,2016-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,162 a 172
790,2. Permanece programa,29,2020-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,201 a 211
7,1. No matriculado,29,2020-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,201 a 211
66,2. Permanece programa,30,2020-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,202 a 212
12,3. Cambio de programa,30,2020-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,202 a 212
8,3. Cambio de programa,2,2006-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,062 a 072
5,3. Cambio de programa,4,2007-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,072 a 082
13,4. Graduado,5,2008-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,081 a 091
265,2. Permanece programa,19,2015-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,151 a 161
23,2. Permanece programa,19,2015-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,151 a 161
16,4. Graduado,21,2016-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,161 a 171
23,3. Cambio de programa,21,2016-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,161 a 171
34,1. No matriculado,13,2012-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,121 a 131
88,4. Graduado,15,2013-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,131 a 141
1,1. No matriculado,24,2017-2,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,172 a 182
99,2. Permanece programa,25,2018-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,181 a 191
91,4. Graduado,25,2018-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,181 a 191
51,2. Permanece programa,25,2018-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,181 a 191
277,2. Permanece programa,26,2018-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,182 a 192
9,1. No matriculado,27,2019-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,191 a 201
1,1. No matriculado,27,2019-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,191 a 201
4,3. Cambio de programa,27,2019-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,191 a 201
5,1. No matriculado,28,2019-2,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,192 a 202
5,1. No matriculado,28,2019-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,192 a 202
74,4. Graduado,8,2009-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,092 a 102
37,1. No matriculado,9,2010-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,101 a 111
16,3. Cambio de programa,10,2010-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,102 a 112
515,2. Permanece programa,12,2011-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,112 a 122
187,2. Permanece programa,12,2011-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,112 a 122
10,1. No matriculado,13,2012-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,121 a 131
14,4. Graduado,25,2018-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,181 a 191
8,1. No matriculado,26,2018-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,182 a 192
27,1. No matriculado,26,2018-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,182 a 192
15,2. Permanece programa,26,2018-2,FV28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Básicos ingeniería),10,182 a 192
3,1. No matriculado,27,2019-1,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,191 a 201
62,2. Permanece programa,29,2020-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,201 a 211
122,4. Graduado,29,2020-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,201 a 211
3,3. Cambio de programa,29,2020-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,201 a 211
14,3. Cambio de programa,17,2014-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,141 a 151
5,1. No matriculado,19,2015-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,151 a 161
214,2. Permanece programa,22,2016-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,162 a 172
20,4. Graduado,22,2016-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,162 a 172
2,1. No matriculado,30,2020-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,202 a 212
23,2. Permanece programa,1,2006-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,061 a 071
8,4. Graduado,1,2006-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,061 a 071
15,1. No matriculado,4,2007-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,072 a 082
52,1. No matriculado,6,2008-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,082 a 092
1,1. No matriculado,15,2013-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,131 a 141
222,2. Permanece programa,16,2013-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,132 a 142
3,1. No matriculado,16,2013-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,132 a 142
40,1. No matriculado,19,2015-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,151 a 161
23,4. Graduado,19,2015-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,151 a 161
2,1. No matriculado,19,2015-1,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,151 a 161
185,2. Permanece programa,3,2007-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,071 a 081
53,1. No matriculado,3,2007-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,071 a 081
38,1. No matriculado,6,2008-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,082 a 092
10,1. No matriculado,6,2008-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,082 a 092
158,2. Permanece programa,8,2009-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,092 a 102
17,1. No matriculado,24,2017-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,172 a 182
40,2. Permanece programa,24,2017-2,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,172 a 182
28,1. No matriculado,25,2018-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,181 a 191
4,1. No matriculado,25,2018-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,181 a 191
39,2. Permanece programa,25,2018-1,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,181 a 191
7,1. No matriculado,7,2009-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,091 a 101
9,3. Cambio de programa,8,2009-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,092 a 102
3,1. No matriculado,8,2009-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,092 a 102
5,3. Cambio de programa,8,2009-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,092 a 102
45,2. Permanece programa,11,2011-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,111 a 121
45,1. No matriculado,12,2011-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,112 a 122
125,4. Graduado,12,2011-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,112 a 122
11,1. No matriculado,13,2012-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,121 a 131
11,3. Cambio de programa,13,2012-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,121 a 131
2,3. Cambio de programa,14,2012-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,122 a 132
5,1. No matriculado,21,2016-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,161 a 171
826,2. Permanece programa,23,2017-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,171 a 181
1,1. No matriculado,23,2017-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,171 a 181
15,3. Cambio de programa,24,2017-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,172 a 182
28,1. No matriculado,11,2011-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,111 a 121
4,3. Cambio de programa,12,2011-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,112 a 122
54,4. Graduado,12,2011-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,112 a 122
37,4. Graduado,12,2011-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,112 a 122
9,3. Cambio de programa,12,2011-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,112 a 122
15,1. No matriculado,14,2012-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,122 a 132
22,4. Graduado,14,2012-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,122 a 132
5,4. Graduado,15,2013-1,AT,Posgrado,Especialización,Ingeniería,Especialización en Electrónica Digital,2,131 a 141
7,1. No matriculado,16,2013-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,132 a 142
60,1. No matriculado,17,2014-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,141 a 151
42,4. Graduado,18,2014-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,142 a 152
553,2. Permanece programa,20,2015-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,152 a 162
220,2. Permanece programa,16,2013-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,132 a 142
3,4. Graduado,16,2013-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,132 a 142
5,3. Cambio de programa,17,2014-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,141 a 151
12,3. Cambio de programa,18,2014-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,142 a 152
47,2. Permanece programa,27,2019-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,191 a 201
222,2. Permanece programa,28,2019-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,192 a 202
22,2. Permanece programa,28,2019-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,192 a 202
81,4. Graduado,29,2020-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,201 a 211
22,1. No matriculado,30,2020-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,202 a 212
6,3. Cambio de programa,1,2006-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,061 a 071
227,2. Permanece programa,16,2013-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,132 a 142
33,4. Graduado,16,2013-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,132 a 142
57,4. Graduado,16,2013-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,132 a 142
28,4. Graduado,17,2014-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,141 a 151
15,1. No matriculado,18,2014-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,142 a 152
55,1. No matriculado,21,2016-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,161 a 171
606,2. Permanece programa,21,2016-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,161 a 171
7,3. Cambio de programa,21,2016-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,161 a 171
5,2. Permanece programa,28,2019-2,AT,Posgrado,Especialización,Ingeniería,Especialización en Electrónica Digital,2,192 a 202
25,2. Permanece programa,29,2020-1,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,201 a 211
248,2. Permanece programa,5,2008-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,081 a 091
79,4. Graduado,5,2008-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,081 a 091
53,1. No matriculado,5,2008-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,081 a 091
29,2. Permanece programa,6,2008-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,082 a 092
219,2. Permanece programa,20,2015-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,152 a 162
26,4. Graduado,20,2015-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,152 a 162
40,1. No matriculado,21,2016-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,161 a 171
10,1. No matriculado,24,2017-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,172 a 182
3,3. Cambio de programa,25,2018-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,181 a 191
227,2. Permanece programa,3,2007-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,071 a 081
40,2. Permanece programa,4,2007-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,072 a 082
19,1. No matriculado,4,2007-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,072 a 082
40,1. No matriculado,4,2007-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,072 a 082
3,3. Cambio de programa,4,2007-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,072 a 082
38,1. No matriculado,6,2008-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,082 a 092
1,4. Graduado,7,2009-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,091 a 101
20,3. Cambio de programa,7,2009-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,091 a 101
44,1. No matriculado,8,2009-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,092 a 102
29,2. Permanece programa,22,2016-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,162 a 172
3,1. No matriculado,22,2016-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,162 a 172
226,2. Permanece programa,23,2017-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,171 a 181
5,4. Graduado,23,2017-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,171 a 181
4,4. Graduado,23,2017-1,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,171 a 181
21,4. Graduado,24,2017-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,172 a 182
20,4. Graduado,24,2017-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,172 a 182
16,4. Graduado,25,2018-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,181 a 191
3,1. No matriculado,26,2018-2,FV34,Pregrado,Profesional,Ingeniería,Ingeniería Física (Básicos ingenieria),10,182 a 192
146,2. Permanece programa,27,2019-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,191 a 201
49,1. No matriculado,27,2019-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,191 a 201
4,4. Graduado,28,2019-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,192 a 202
29,4. Graduado,28,2019-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,192 a 202
16,3. Cambio de programa,7,2009-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,091 a 101
8,3. Cambio de programa,8,2009-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,092 a 102
51,1. No matriculado,8,2009-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,092 a 102
55,1. No matriculado,9,2010-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,101 a 111
242,2. Permanece programa,10,2010-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,102 a 112
6,3. Cambio de programa,10,2010-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,102 a 112
22,3. Cambio de programa,11,2011-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,111 a 121
53,1. No matriculado,12,2011-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,112 a 122
9,2. Permanece programa,26,2018-2,FV34,Pregrado,Profesional,Ingeniería,Ingeniería Física (Básicos ingenieria),10,182 a 192
4,3. Cambio de programa,26,2018-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,182 a 192
19,1. No matriculado,27,2019-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,191 a 201
15,3. Cambio de programa,30,2020-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,202 a 212
12,3. Cambio de programa,2,2006-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,062 a 072
221,2. Permanece programa,14,2012-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,122 a 132
43,1. No matriculado,14,2012-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,122 a 132
2,4. Graduado,14,2012-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,122 a 132
41,1. No matriculado,15,2013-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,131 a 141
1,3. Cambio de programa,16,2013-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,132 a 142
8,4. Graduado,29,2020-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,201 a 211
30,2. Permanece programa,30,2020-2,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,202 a 212
66,4. Graduado,1,2006-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,061 a 071
571,2. Permanece programa,2,2006-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,062 a 072
511,2. Permanece programa,6,2008-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,082 a 092
1,1. No matriculado,11,2011-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,111 a 121
42,1. No matriculado,4,2007-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,072 a 082
9,3. Cambio de programa,6,2008-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,082 a 092
523,2. Permanece programa,8,2009-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,092 a 102
499,2. Permanece programa,10,2010-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,102 a 112
44,1. No matriculado,19,2015-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,151 a 161
7,1. No matriculado,19,2015-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,151 a 161
47,4. Graduado,22,2016-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,162 a 172
1,1. No matriculado,23,2017-1,FV12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica (Básicos ingeniería),10,171 a 181
12,3. Cambio de programa,6,2008-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,082 a 092
19,4. Graduado,7,2009-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,091 a 101
6,4. Graduado,7,2009-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,091 a 101
17,3. Cambio de programa,8,2009-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,092 a 102
10,4. Graduado,8,2009-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,092 a 102
196,2. Permanece programa,9,2010-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,101 a 111
45,2. Permanece programa,9,2010-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,101 a 111
56,1. No matriculado,12,2011-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,112 a 122
534,2. Permanece programa,14,2012-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,122 a 132
1,1. No matriculado,23,2017-1,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,171 a 181
39,1. No matriculado,23,2017-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,171 a 181
282,2. Permanece programa,25,2018-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,181 a 191
8,3. Cambio de programa,25,2018-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,181 a 191
111,4. Graduado,26,2018-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,182 a 192
204,2. Permanece programa,12,2011-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,112 a 122
18,3. Cambio de programa,12,2011-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,112 a 122
15,1. No matriculado,12,2011-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,112 a 122
580,2. Permanece programa,24,2017-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,172 a 182
56,1. No matriculado,24,2017-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,172 a 182
46,1. No matriculado,26,2018-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,182 a 192
62,1. No matriculado,26,2018-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,182 a 192
31,4. Graduado,27,2019-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,191 a 201
275,2. Permanece programa,29,2020-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,201 a 211
2,3. Cambio de programa,29,2020-1,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,201 a 211
82,4. Graduado,16,2013-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,132 a 142
202,2. Permanece programa,17,2014-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,141 a 151
854,2. Permanece programa,17,2014-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,141 a 151
82,4. Graduado,18,2014-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,142 a 152
7,3. Cambio de programa,18,2014-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,142 a 152
232,2. Permanece programa,19,2015-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,151 a 161
