Codigo,Asignatura,Matriculadas,Aprobado,Reprobado,Cancelada,PorcentajeAprobado,PorcentajeReprobado,PorcentajeCancelado,Semestre,ProgramaAcademico
BA005,EDUCACIÓN SENTIMENTAL Y EROTISMO,1,0,1,0,0.00,1.00,0.00,2020-1,Ingeniería de Sistemas y Computación 
IS023,AUDITORÍA DE SISTEMAS,65,60,1,4,0.92,0.02,0.06,2020-1,Ingeniería de Sistemas y Computación 
IS962,PROYECTO DE GRADO I,57,53,0,4,0.93,0.00,0.07,2020-1,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,52,43,1,8,0.83,0.02,0.15,2020-1,Ingeniería de Sistemas y Computación 
CB234,FÍSICA I,69,51,5,13,0.74,0.07,0.19,2020-1,Ingeniería de Sistemas y Computación 
CB342,LABORATORIO DE FÍSICA II,49,46,2,1,0.94,0.04,0.02,2020-1,Ingeniería de Sistemas y Computación 
CB242,LABORATORIO DE FÍSICA I,32,25,0,7,0.78,0.00,0.22,2020-1,Ingeniería de Sistemas y Computación 
IS543,LABORATORIO DE ELECTRONICA,52,46,1,5,0.88,0.02,0.10,2020-1,Ingeniería de Sistemas y Computación 
CB223,ÁLGEBRA LINEAL,85,52,7,26,0.61,0.08,0.31,2020-1,Ingeniería de Sistemas y Computación 
BUA5,TAEKWONDO,1,0,0,1,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
IS893,SISTEMAS DISTRIBUIDOS,28,27,0,1,0.96,0.00,0.04,2020-1,Ingeniería de Sistemas y Computación 
FSE83,CÁTEDRA CAFÉ Y BARISMO ,2,0,0,2,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
IS066,PROYECTO DE GRADO II,5,0,0,5,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
BA007,CRÓNICA. MEMORIA Y CONFLICTO ARMADO,1,0,0,1,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
IS474,FUNDAMENTOS DE  ELECTRONICA,55,49,2,4,0.89,0.04,0.07,2020-1,Ingeniería de Sistemas y Computación 
IS753,COMPILADORES,54,45,3,6,0.83,0.06,0.11,2020-1,Ingeniería de Sistemas y Computación 
IS623,COMPUTACIÓN GRÁFICA,63,49,2,12,0.78,0.03,0.19,2020-1,Ingeniería de Sistemas y Computación 
IS644,BASE DE DATOS I,54,49,1,4,0.91,0.02,0.07,2020-1,Ingeniería de Sistemas y Computación 
BUA8,GIMNASIO,5,0,0,5,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
BA372,HUMANIDADES II,74,64,2,8,0.86,0.03,0.11,2020-1,Ingeniería de Sistemas y Computación 
AV9X,HISTORIA DEL ARTE (E),3,3,0,0,1.00,0.00,0.00,2020-1,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,111,85,13,13,0.77,0.12,0.12,2020-1,Ingeniería de Sistemas y Computación 
BUA2,BALONCESTO,1,0,0,1,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
BUA9,KARATE,1,0,0,1,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,29,25,0,4,0.86,0.00,0.14,2020-1,Ingeniería de Sistemas y Computación 
CB442,LABORATORIO DE FÍSICA III,44,39,0,5,0.89,0.00,0.11,2020-1,Ingeniería de Sistemas y Computación 
BA172,HUMANIDADES I,128,103,16,9,0.80,0.13,0.07,2020-1,Ingeniería de Sistemas y Computación 
IS304,ESTRUCTURA DE DATOS,109,67,10,32,0.61,0.09,0.29,2020-1,Ingeniería de Sistemas y Computación 
IS193,INTRODUCCIÓN A LA INFORMATICA,100,76,14,10,0.76,0.14,0.10,2020-1,Ingeniería de Sistemas y Computación 
BUA3,FUTBOL,2,0,0,2,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
BUB2,FÚTBOL DE SALÓN,1,0,0,1,0.00,0.00,1.00,2020-1,Ingeniería de Sistemas y Computación 
IS644,BASE DE DATOS I,59,49,3,7,0.83,0.05,0.12,2020-2,Ingeniería de Sistemas y Computación 
IS323,LÓGICA,100,66,13,21,0.66,0.13,0.21,2020-2,Ingeniería de Sistemas y Computación 
IS692,ESTADÍSTICA ESPECIAL,42,35,3,4,0.83,0.07,0.10,2020-2,Ingeniería de Sistemas y Computación 
TC100,GUIÓN CINEMATOGRÁFICO,1,0,0,1,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
IS073,EMPRENDIMIENTO,59,56,2,1,0.95,0.03,0.02,2020-2,Ingeniería de Sistemas y Computación 
IS884,INGENIERÍA DE SOFTWARE II,52,48,3,1,0.92,0.06,0.02,2020-2,Ingeniería de Sistemas y Computación 
IS614,ARQUITECTURA DE COMPUTADORES,64,43,8,13,0.67,0.13,0.20,2020-2,Ingeniería de Sistemas y Computación 
BA372,HUMANIDADES II,107,84,10,13,0.79,0.09,0.12,2020-2,Ingeniería de Sistemas y Computación 
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,75,67,1,7,0.89,0.01,0.09,2020-2,Ingeniería de Sistemas y Computación 
IS9B3,INGENIERÍA DEL SOFTWARE III,48,45,1,2,0.94,0.02,0.04,2020-2,Ingeniería de Sistemas y Computación 
IS9D3,HPC (HIGH PERFORMANCE COMPUTING) I,19,13,2,4,0.68,0.11,0.21,2020-2,Ingeniería de Sistemas y Computación 
CB215,MATEMÁTICAS II,98,58,22,18,0.59,0.22,0.18,2020-2,Ingeniería de Sistemas y Computación 
IS031,CONSTITUCIÓN POLITICA,94,62,11,21,0.66,0.12,0.22,2020-2,Ingeniería de Sistemas y Computación 
IS723,COMUNICACIONES I,59,42,7,10,0.71,0.12,0.17,2020-2,Ingeniería de Sistemas y Computación 
IS105,PROGRAMACIÓN I,107,58,36,13,0.54,0.34,0.12,2020-2,Ingeniería de Sistemas y Computación 
BA008,EMPRENDIMIENTO CULTURAL,1,1,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación 
IS845,COMPUTACION BLANDA,66,58,3,5,0.88,0.05,0.08,2020-2,Ingeniería de Sistemas y Computación 
IS753,COMPILADORES,69,50,4,15,0.72,0.06,0.22,2020-2,Ingeniería de Sistemas y Computación 
BA001,ANTROPOLOGÍA Y CIUDAD,3,1,0,2,0.33,0.00,0.67,2020-2,Ingeniería de Sistemas y Computación 
IS714,INGENIERÍA DE SOFTWARE I,51,44,4,3,0.86,0.08,0.06,2020-2,Ingeniería de Sistemas y Computación 
CB223,ÁLGEBRA LINEAL,98,56,18,24,0.57,0.18,0.24,2020-2,Ingeniería de Sistemas y Computación 
IS623,COMPUTACIÓN GRÁFICA,83,69,4,10,0.83,0.05,0.12,2020-2,Ingeniería de Sistemas y Computación 
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,90,49,35,6,0.54,0.39,0.07,2020-2,Ingeniería de Sistemas y Computación 
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,24,17,6,1,0.71,0.25,0.04,2020-2,Ingeniería de Sistemas y Computación 
BA012,CÁTEDRA DE LA PAZ UTP,2,0,0,2,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
IS066,PROYECTO DE GRADO II,8,0,0,8,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,58,41,14,3,0.71,0.24,0.05,2020-2,Ingeniería de Sistemas y Computación 
CB413,MATEMÁTICAS IV,83,57,5,21,0.69,0.06,0.25,2020-2,Ingeniería de Sistemas y Computación 
IS653,INVESTIGACIÓN DE OPERACIONES,61,50,5,6,0.82,0.08,0.10,2020-2,Ingeniería de Sistemas y Computación 
CB434,FÍSICA III,60,45,8,7,0.75,0.13,0.12,2020-2,Ingeniería de Sistemas y Computación 
IS893,SISTEMAS DISTRIBUIDOS,39,38,1,0,0.97,0.03,0.00,2020-2,Ingeniería de Sistemas y Computación 
CB334,FÍSICA II,77,58,8,11,0.75,0.10,0.14,2020-2,Ingeniería de Sistemas y Computación 
IS634,ELECTRONICA DIGITAL,54,43,6,5,0.80,0.11,0.09,2020-2,Ingeniería de Sistemas y Computación 
CB342,LABORATORIO DE FÍSICA II,51,40,2,9,0.78,0.04,0.18,2020-2,Ingeniería de Sistemas y Computación 
BUB1,AJEDREZ,1,0,0,1,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
CB115,MATEMÁTICAS I,48,28,13,7,0.58,0.27,0.15,2020-2,Ingeniería de Sistemas y Computación 
FSE83,CÁTEDRA CAFÉ Y BARISMO ,3,0,0,3,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
BUB3,RACQUETBALL,1,0,0,1,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,57,55,1,1,0.96,0.02,0.02,2020-2,Ingeniería de Sistemas y Computación 
IS923,COMUNICACIONES III,36,33,1,2,0.92,0.03,0.06,2020-2,Ingeniería de Sistemas y Computación 
IS553,PROGRAMACIÓN IV,59,42,5,12,0.71,0.08,0.20,2020-2,Ingeniería de Sistemas y Computación 
IS873,LABORATORIO DE SOFTWARE,43,39,1,3,0.91,0.02,0.07,2020-2,Ingeniería de Sistemas y Computación 
IS474,FUNDAMENTOS DE  ELECTRONICA,58,50,7,1,0.86,0.12,0.02,2020-2,Ingeniería de Sistemas y Computación 
IS284,PROGRAMACIÓN II,119,74,21,24,0.62,0.18,0.20,2020-2,Ingeniería de Sistemas y Computación 
CB242,LABORATORIO DE FÍSICA I,59,45,3,11,0.76,0.05,0.19,2020-2,Ingeniería de Sistemas y Computación 
BA005,EDUCACIÓN SENTIMENTAL Y EROTISMO,5,3,1,1,0.60,0.20,0.20,2020-2,Ingeniería de Sistemas y Computación 
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,45,44,0,1,0.98,0.00,0.02,2020-2,Ingeniería de Sistemas y Computación 
IS823,COMUNICACIONES II,52,41,3,8,0.79,0.06,0.15,2020-2,Ingeniería de Sistemas y Computación 
IS784,INTELIGENCIA ARTIFICIAL,65,40,7,18,0.62,0.11,0.28,2020-2,Ingeniería de Sistemas y Computación 
IS962,PROYECTO DE GRADO I,44,36,0,8,0.82,0.00,0.18,2020-2,Ingeniería de Sistemas y Computación 
CB442,LABORATORIO DE FÍSICA III,46,42,1,3,0.91,0.02,0.07,2020-2,Ingeniería de Sistemas y Computación 
IS053,GERENCIA DE PROYECTOS,84,60,6,18,0.71,0.07,0.21,2020-2,Ingeniería de Sistemas y Computación 
IS184,TECNICAS DE LA COMUNICACIÓN,96,68,16,12,0.71,0.17,0.13,2020-2,Ingeniería de Sistemas y Computación 
IS503,ADMINISTRACIÓN DE EMPRESAS,121,101,6,14,0.83,0.05,0.12,2020-2,Ingeniería de Sistemas y Computación 
IS304,ESTRUCTURA DE DATOS,91,45,11,35,0.49,0.12,0.38,2020-2,Ingeniería de Sistemas y Computación 
IS013,ADMON. SISTEMAS DE INFORMACIÓN,41,39,1,1,0.95,0.02,0.02,2020-2,Ingeniería de Sistemas y Computación 
IS023,AUDITORÍA DE SISTEMAS,52,49,2,1,0.94,0.04,0.02,2020-2,Ingeniería de Sistemas y Computación 
IS405,GRAMATICAS Y LENGUAJES FORMALES,94,57,9,28,0.61,0.10,0.30,2020-2,Ingeniería de Sistemas y Computación 
IS734,SISTEMAS OPERATIVOS I,50,50,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación 
IS193,INTRODUCCIÓN A LA INFORMATICA,95,60,29,6,0.63,0.31,0.06,2020-2,Ingeniería de Sistemas y Computación 
BA172,HUMANIDADES I,45,25,13,7,0.56,0.29,0.16,2020-2,Ingeniería de Sistemas y Computación 
BA004,ARTE Y TECNOLOGÍA,1,1,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación 
IS773,LABORATORIO DE ELECTRONICA DIGITAL,63,45,5,13,0.71,0.08,0.21,2020-2,Ingeniería de Sistemas y Computación 
IS512,ESTADISTICA,71,56,6,9,0.79,0.08,0.13,2020-2,Ingeniería de Sistemas y Computación 
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,42,36,2,4,0.86,0.05,0.10,2020-2,Ingeniería de Sistemas y Computación 
CB234,FÍSICA I,83,61,12,10,0.73,0.14,0.12,2020-2,Ingeniería de Sistemas y Computación 
CB314,MATEMÁTICAS III,105,62,10,33,0.59,0.10,0.31,2020-2,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,80,63,5,12,0.79,0.06,0.15,2020-2,Ingeniería de Sistemas y Computación 
IS453,PROGRAMACIÓN III,86,58,11,17,0.67,0.13,0.20,2020-2,Ingeniería de Sistemas y Computación 
IS543,LABORATORIO DE ELECTRONICA,52,46,4,2,0.88,0.08,0.04,2020-2,Ingeniería de Sistemas y Computación 
BA003,EL CUENTO BREVE. OTRAS VÍAS EN LA EXPERIENCIA DE ACERCAMIENTO A LA LECTURA Y ESCRITURA,2,1,0,1,0.50,0.00,0.50,2020-2,Ingeniería de Sistemas y Computación 
BA007,CRÓNICA. MEMORIA Y CONFLICTO ARMADO,3,2,0,1,0.67,0.00,0.33,2020-2,Ingeniería de Sistemas y Computación 
BUA8,GIMNASIO,2,0,0,2,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
BU101,DEPORTES I,4,0,0,4,0.00,0.00,1.00,2020-2,Ingeniería de Sistemas y Computación 
IS9D3,HPC (HIGH PERFORMANCE COMPUTING) I,22,18,2,2,0.82,0.09,0.09,2021-1,Ingeniería de Sistemas y Computación 
IS474,FUNDAMENTOS DE  ELECTRONICA,50,39,5,6,0.78,0.10,0.12,2021-1,Ingeniería de Sistemas y Computación 
BA372,HUMANIDADES II,62,49,7,6,0.79,0.11,0.10,2021-1,Ingeniería de Sistemas y Computación 
IS845,COMPUTACION BLANDA,37,35,0,2,0.95,0.00,0.05,2021-1,Ingeniería de Sistemas y Computación 
IS553,PROGRAMACIÓN IV,64,39,4,21,0.61,0.06,0.33,2021-1,Ingeniería de Sistemas y Computación 
CB115,MATEMÁTICAS I,69,56,10,3,0.81,0.14,0.04,2021-1,Ingeniería de Sistemas y Computación 
IS053,GERENCIA DE PROYECTOS,62,50,4,8,0.81,0.06,0.13,2021-1,Ingeniería de Sistemas y Computación 
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,52,32,19,1,0.62,0.37,0.02,2021-1,Ingeniería de Sistemas y Computación 
BUA5,TAEKWONDO,1,0,0,1,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
BUA4,NATACIÓN,1,0,0,1,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
IS614,ARQUITECTURA DE COMPUTADORES,60,52,2,6,0.87,0.03,0.10,2021-1,Ingeniería de Sistemas y Computación 
IS734,SISTEMAS OPERATIVOS I,46,46,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,37,34,0,3,0.92,0.00,0.08,2021-1,Ingeniería de Sistemas y Computación 
IS753,COMPILADORES,56,38,5,13,0.68,0.09,0.23,2021-1,Ingeniería de Sistemas y Computación 
IS453,PROGRAMACIÓN III,58,41,9,8,0.71,0.16,0.14,2021-1,Ingeniería de Sistemas y Computación 
BA006,NARRATIVAS CONTEMPORÁNEAS,1,1,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
CB342,LABORATORIO DE FÍSICA II,71,57,4,10,0.80,0.06,0.14,2021-1,Ingeniería de Sistemas y Computación 
CB215,MATEMÁTICAS II,76,44,13,19,0.58,0.17,0.25,2021-1,Ingeniería de Sistemas y Computación 
BA172,HUMANIDADES I,108,88,13,7,0.81,0.12,0.06,2021-1,Ingeniería de Sistemas y Computación 
BA005,EDUCACIÓN SENTIMENTAL Y EROTISMO,8,1,0,7,0.13,0.00,0.88,2021-1,Ingeniería de Sistemas y Computación 
IS105,PROGRAMACIÓN I,102,73,19,10,0.72,0.19,0.10,2021-1,Ingeniería de Sistemas y Computación 
IS023,AUDITORÍA DE SISTEMAS,25,23,0,2,0.92,0.00,0.08,2021-1,Ingeniería de Sistemas y Computación 
BA010,ÉTICA DE LA RESISTENCIA,1,1,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
IS066,PROYECTO DE GRADO II,2,0,0,2,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
UV372,HUMANIDADES II,1,1,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
BUA1,VOLEIBOL,1,0,0,1,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
IS773,LABORATORIO DE ELECTRONICA DIGITAL,55,47,2,6,0.85,0.04,0.11,2021-1,Ingeniería de Sistemas y Computación 
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,42,42,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
IS543,LABORATORIO DE ELECTRONICA,48,35,6,7,0.73,0.13,0.15,2021-1,Ingeniería de Sistemas y Computación 
IS692,ESTADÍSTICA ESPECIAL,58,55,2,1,0.95,0.03,0.02,2021-1,Ingeniería de Sistemas y Computación 
IS634,ELECTRONICA DIGITAL,51,47,2,2,0.92,0.04,0.04,2021-1,Ingeniería de Sistemas y Computación 
IS923,COMUNICACIONES III,31,23,2,6,0.74,0.06,0.19,2021-1,Ingeniería de Sistemas y Computación 
CB234,FÍSICA I,60,40,12,8,0.67,0.20,0.13,2021-1,Ingeniería de Sistemas y Computación 
AV9X,HISTORIA DEL ARTE (E),2,2,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
BUB1,AJEDREZ,1,0,0,1,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
BA001,ANTROPOLOGÍA Y CIUDAD,3,2,0,1,0.67,0.00,0.33,2021-1,Ingeniería de Sistemas y Computación 
BA003,EL CUENTO BREVE. OTRAS VÍAS EN LA EXPERIENCIA DE ACERCAMIENTO A LA LECTURA Y ESCRITURA,2,2,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
IS784,INTELIGENCIA ARTIFICIAL,50,36,4,10,0.72,0.08,0.20,2021-1,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,61,50,4,7,0.82,0.07,0.11,2021-1,Ingeniería de Sistemas y Computación 
IS962,PROYECTO DE GRADO I,59,51,2,6,0.86,0.03,0.10,2021-1,Ingeniería de Sistemas y Computación 
CB434,FÍSICA III,66,53,3,10,0.80,0.05,0.15,2021-1,Ingeniería de Sistemas y Computación 
IS405,GRAMATICAS Y LENGUAJES FORMALES,73,42,6,25,0.58,0.08,0.34,2021-1,Ingeniería de Sistemas y Computación 
CB314,MATEMÁTICAS III,77,50,10,17,0.65,0.13,0.22,2021-1,Ingeniería de Sistemas y Computación 
IS884,INGENIERÍA DE SOFTWARE II,38,37,0,1,0.97,0.00,0.03,2021-1,Ingeniería de Sistemas y Computación 
IS184,TECNICAS DE LA COMUNICACIÓN,80,60,5,15,0.75,0.06,0.19,2021-1,Ingeniería de Sistemas y Computación 
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,27,18,5,4,0.67,0.19,0.15,2021-1,Ingeniería de Sistemas y Computación 
FSE83,CÁTEDRA CAFÉ Y BARISMO ,5,4,0,1,0.80,0.00,0.20,2021-1,Ingeniería de Sistemas y Computación 
IS823,COMUNICACIONES II,53,46,3,4,0.87,0.06,0.08,2021-1,Ingeniería de Sistemas y Computación 
IS893,SISTEMAS DISTRIBUIDOS,50,49,0,1,0.98,0.00,0.02,2021-1,Ingeniería de Sistemas y Computación 
IS714,INGENIERÍA DE SOFTWARE I,51,48,1,2,0.94,0.02,0.04,2021-1,Ingeniería de Sistemas y Computación 
IS653,INVESTIGACIÓN DE OPERACIONES,71,61,5,5,0.86,0.07,0.07,2021-1,Ingeniería de Sistemas y Computación 
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,54,49,1,4,0.91,0.02,0.07,2021-1,Ingeniería de Sistemas y Computación 
IS284,PROGRAMACIÓN II,77,47,12,18,0.61,0.16,0.23,2021-1,Ingeniería de Sistemas y Computación 
CB442,LABORATORIO DE FÍSICA III,44,37,2,5,0.84,0.05,0.11,2021-1,Ingeniería de Sistemas y Computación 
IS723,COMUNICACIONES I,52,38,5,9,0.73,0.10,0.17,2021-1,Ingeniería de Sistemas y Computación 
CB413,MATEMÁTICAS IV,76,57,3,16,0.75,0.04,0.21,2021-1,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,121,105,10,6,0.87,0.08,0.05,2021-1,Ingeniería de Sistemas y Computación 
BUA8,GIMNASIO,3,0,0,3,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
UV172,HUMANIDADES I,1,1,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
BA002,APRENDIENDO A INVESTIGAR. DE LA PREGUNTA AL ANTEPROYECTO,1,0,0,1,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
IS073,EMPRENDIMIENTO,33,30,0,3,0.91,0.00,0.09,2021-1,Ingeniería de Sistemas y Computación 
CB223,ÁLGEBRA LINEAL,79,51,16,12,0.65,0.20,0.15,2021-1,Ingeniería de Sistemas y Computación 
CB242,LABORATORIO DE FÍSICA I,64,49,10,5,0.77,0.16,0.08,2021-1,Ingeniería de Sistemas y Computación 
IS9B3,INGENIERÍA DEL SOFTWARE III,52,49,1,2,0.94,0.02,0.04,2021-1,Ingeniería de Sistemas y Computación 
CB334,FÍSICA II,69,54,7,8,0.78,0.10,0.12,2021-1,Ingeniería de Sistemas y Computación 
IS323,LÓGICA,83,57,11,15,0.69,0.13,0.18,2021-1,Ingeniería de Sistemas y Computación 
IS644,BASE DE DATOS I,48,32,3,13,0.67,0.06,0.27,2021-1,Ingeniería de Sistemas y Computación 
BU101,DEPORTES I,2,0,0,2,0.00,0.00,1.00,2021-1,Ingeniería de Sistemas y Computación 
BA008,EMPRENDIMIENTO CULTURAL,1,1,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
IS873,LABORATORIO DE SOFTWARE,46,34,2,10,0.74,0.04,0.22,2021-1,Ingeniería de Sistemas y Computación 
IS623,COMPUTACIÓN GRÁFICA,50,40,0,10,0.80,0.00,0.20,2021-1,Ingeniería de Sistemas y Computación 
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,50,49,0,1,0.98,0.00,0.02,2021-1,Ingeniería de Sistemas y Computación 
IS304,ESTRUCTURA DE DATOS,86,53,6,27,0.62,0.07,0.31,2021-1,Ingeniería de Sistemas y Computación 
IS503,ADMINISTRACIÓN DE EMPRESAS,65,55,3,7,0.85,0.05,0.11,2021-1,Ingeniería de Sistemas y Computación 
IS013,ADMON. SISTEMAS DE INFORMACIÓN,26,26,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
IS512,ESTADISTICA,75,63,6,6,0.84,0.08,0.08,2021-1,Ingeniería de Sistemas y Computación 
IS031,CONSTITUCIÓN POLITICA,58,49,5,4,0.84,0.09,0.07,2021-1,Ingeniería de Sistemas y Computación 
TC100,GUIÓN CINEMATOGRÁFICO,8,1,0,7,0.13,0.00,0.88,2021-1,Ingeniería de Sistemas y Computación 
IS193,INTRODUCCIÓN A LA INFORMATICA,105,80,24,1,0.76,0.23,0.01,2021-1,Ingeniería de Sistemas y Computación 
BA004,ARTE Y TECNOLOGÍA,2,2,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación 
IS073,EMPRENDIMIENTO,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,4,0,0,4,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,3,0,0,3,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS023,AUDITORÍA DE SISTEMAS,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB334,FÍSICA II,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB234,FÍSICA I,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB442,LABORATORIO DE FÍSICA III,2,0,0,2,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB242,LABORATORIO DE FÍSICA I,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS873,LABORATORIO DE SOFTWARE,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS053,GERENCIA DE PROYECTOS,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
BA172,HUMANIDADES I,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS184,TECNICAS DE LA COMUNICACIÓN,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,2,0,0,2,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS734,SISTEMAS OPERATIVOS I,2,0,0,2,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS405,GRAMATICAS Y LENGUAJES FORMALES,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB413,MATEMÁTICAS IV,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
BU101,DEPORTES I,2,0,0,2,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
CB223,ÁLGEBRA LINEAL,1,0,0,1,0.00,0.00,1.00,2021-2,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,30,27,3,0,0.90,0.10,0.00,2017-1,Ingeniería de Sistemas y Computación (Básicos)
CB115,MATEMÁTICAS I,31,13,18,0,0.42,0.58,0.00,2017-1,Ingeniería de Sistemas y Computación (Básicos)
BA172,HUMANIDADES I,31,30,1,0,0.97,0.03,0.00,2017-1,Ingeniería de Sistemas y Computación (Básicos)
TQ133,QUÍMICA GENERAL,30,20,10,0,0.67,0.33,0.00,2017-1,Ingeniería de Sistemas y Computación (Básicos)
FV012,INTRODUCCIÓN A LA INGENIERÍA ,31,31,0,0,1.00,0.00,0.00,2017-1,Ingeniería de Sistemas y Computación (Básicos)
CB215,MATEMÁTICAS II,12,6,6,0,0.50,0.50,0.00,2017-2,Ingeniería de Sistemas y Computación (Básicos)
CB152,DIBUJO I,26,22,4,0,0.85,0.15,0.00,2017-2,Ingeniería de Sistemas y Computación (Básicos)
CB242,LABORATORIO DE FÍSICA I,26,24,2,0,0.92,0.08,0.00,2017-2,Ingeniería de Sistemas y Computación (Básicos)
CB234,FÍSICA I,27,23,4,0,0.85,0.15,0.00,2017-2,Ingeniería de Sistemas y Computación (Básicos)
CB223,ÁLGEBRA LINEAL,25,9,16,0,0.36,0.64,0.00,2017-2,Ingeniería de Sistemas y Computación (Básicos)
